f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80.0,3.0,1.5,100.0,1.0,1.0,0.19,0.0,5.0,2.0,155.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,80.0,10613105,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,0.6931471805599453,1.0,5.049856007249537,25.501045693954236,128.77660878875975,24025.0,3723875.0,4.605170185988092,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,40.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40.0,15462771,Hackney,flexible,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120.0,3.0,1.0,92.0,5.0,1.0,1.33,0.0,1.0,2.0,112.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120.0,15462735,Hackney,strict,Entire home/apt,House,4.787491742782046,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,1.791759469228055,1.0,4.727387818712341,22.348195588509824,105.64858759532221,12544.0,1404928.0,4.5217885770490405,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,400.0,4.0,2.0,96.0,0.0,1.0,0.52,0.0,1.0,2.0,405.0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,400.0,8909765,Hackney,flexible,Entire home/apt,Apartment,5.991464547107982,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,121.0,4.0,1.0,97.0,7.0,2.0,1.26,10.0,2.0,2.0,166.0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,121.0,14676894,Hackney,flexible,Entire home/apt,Apartment,4.795790545596741,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.079441541679836,1.0,5.117993812416755,26.193860663936196,134.0600168013321,27556.0,4574296.0,4.574710978503383,2.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,145.0,6.0,1.0,95.0,4.0,6.0,0.13,20.0,5.0,3.0,954.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,145.0,390041,Hackney,strict,Entire home/apt,House,4.976733742420574,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,1.0,1.6094379124341005,1.0,6.86171134048073,47.08308252008186,323.0705212728358,910116.0,868250664.0,4.553876891600541,3.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,35.0,1.0,2.0,90.0,2.0,1.0,0.22,0.0,74.0,1.0,270.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35.0,12185845,Hackney,strict,Private room,House,3.555348061489413,1.0,0.0,0.0,0.0,2.0,1.0986122886681098,1.0,5.602118820879701,31.383735283254573,175.81541409982677,72900.0,19683000.0,4.499809670330265,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,25.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,7.0,1.0,405.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,25.0,15724725,Hackney,flexible,Private room,House,3.218875824868201,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,30.0,2.0,1.0,100.0,1.0,1.0,0.35,0.0,2.0,1.0,84.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,30.0,15986858,Hackney,flexible,Private room,House,3.4011973816621555,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,4.442651256490317,19.737150186794988,87.68527507690285,7056.0,592704.0,4.605170185988092,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,30.0,1.0,1.5,96.0,10.0,1.0,1.05,0.0,2.0,1.0,286.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30.0,10703552,Hackney,flexible,Private room,House,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,2.3978952727983707,1.0,5.659482215759621,32.029738950499436,181.27173796577478,81796.0,23393656.0,4.564348191467836,2.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,55.0,3.0,1.0,89.0,9.0,1.0,0.29,10.0,1.0,1.0,944.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,55.0,3141762,Hackney,moderate,Private room,Apartment,4.007333185232471,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,2.302585092994046,1.0,6.851184927493743,46.93873491071744,321.58595313593173,891136.0,841232384.0,4.48863636973214,1.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,32.0,2.0,1.0,100.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,32.0,17130604,Hackney,strict,Private room,House,3.4657359027997265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,2.0794415416798357,4.324077125263812,8.991665603701094,49.0,343.0,4.605170185988092,2.0,0,0,0
Apartment,Private room,Private,moderate,Couch,Hackney,45.0,1.0,1.0,100.0,3.0,1.0,0.11,0.0,1.0,1.0,847.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45.0,4321339,Hackney,moderate,Private room,Apartment,3.80666248977032,1.0,0.0,0.0,0.0,1.0,1.3862943611198906,1.0,6.742880635791903,45.46643926853742,306.57477292222956,717409.0,607645423.0,4.605170185988092,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,105.0,2.0,1.0,69.0,14.0,1.0,2.56,0.0,1.0,1.0,163.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,105.0,15069184,Hackney,flexible,Entire home/apt,Apartment,4.653960350157523,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.70805020110221,1.0,5.099866427824199,26.008637581648355,132.6405776360952,26569.0,4330747.0,4.23410650459726,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,205.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,2.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,205.0,15724555,Hackney,flexible,Entire home/apt,Apartment,5.3230099791384085,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,97.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,97.0,17034813,Hackney,moderate,Entire home/apt,House,4.574710978503383,16.0,1.3862943611198906,1.9218120556728056,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,110.0,4.0,2.0,85.0,4.0,4.0,0.13,10.0,5.0,2.0,927.0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,110.0,3603715,Hackney,strict,Entire home/apt,Apartment,4.700480365792417,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,1.6094379124341005,1.0,6.833031732786201,46.69032266126319,319.036456358438,859329.0,796597983.0,4.442651256490317,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,36.0,1.0,1.5,96.0,0.0,1.0,0.52,10.0,1.0,1.0,405.0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,36.0,13233618,Hackney,flexible,Private room,House,3.58351893845611,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,25.0,2.0,1.0,93.0,3.0,1.0,0.17,0.0,1.0,1.0,538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,25.0,7728571,Hackney,flexible,Private room,Apartment,3.218875824868201,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.3862943611198906,1.0,6.289715570908998,39.5605219629351,248.82443098356026,289444.0,155720872.0,4.532599493153256,1.0,0,0,0
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,120.0,5.0,2.5,100.0,2.0,1.0,0.29,0.0,3.0,5.0,206.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120.0,13888902,Hackney,moderate,Entire home/apt,House,4.787491742782046,25.0,1.6094379124341005,2.590290393980234,1.6094379124341005,2.0,1.0986122886681098,1.0,5.332718793265369,28.43788972804565,151.65126899355724,42436.0,8741816.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,165.0,6.0,2.0,100.0,2.0,1.0,0.22,0.0,4.0,4.0,269.0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,165.0,13364606,Hackney,moderate,Entire home/apt,Apartment,5.10594547390058,36.0,1.791759469228055,3.210401995568401,1.3862943611198906,2.0,1.0986122886681098,1.0,5.598421958998375,31.342328430995202,175.46757973422262,72361.0,19465109.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,80.0,2.0,1.0,96.0,18.0,1.0,1.05,0.0,4.0,1.0,512.0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80.0,8253653,Hackney,flexible,Entire home/apt,Apartment,4.382026634673881,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.9444389791664403,1.0,6.240275845170769,38.94104262382176,243.0028476712003,262144.0,134217728.0,4.564348191467836,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,48.0,2.0,1.0,93.0,3.0,1.0,0.09,8.0,1.0,1.0,1000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,48.0,3141839,Hackney,flexible,Private room,House,3.871201010907891,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.3862943611198906,1.0,6.90875477931522,47.7308926007109,329.7610323761429,1000000.0,1000000000.0,4.532599493153256,1.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,49.0,2.0,2.5,97.0,81.0,1.0,2.05,15.0,1.0,1.0,1187.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,49.0,1829962,Hackney,flexible,Private room,House,3.8918202981106265,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,4.406719247264253,2.0,7.080026499922591,50.126775239606125,354.898897052075,1408969.0,1672446203.0,4.574710978503383,1.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,35.0,2.0,1.0,100.0,6.0,1.0,2.25,5.0,1.0,1.0,79.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,35.0,15592530,Hackney,strict,Private room,Apartment,3.555348061489413,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.9459101490553128,1.0,4.382026634673881,19.202157426991302,84.14436528827676,6241.0,493039.0,4.605170185988092,1.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,35.0,1.0,2.0,87.0,3.0,1.0,0.34,0.0,3.0,1.0,265.0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,35.0,9432140,Hackney,moderate,Private room,Apartment,3.555348061489413,1.0,0.0,0.0,0.0,2.0,1.3862943611198906,1.0,5.583496308781699,31.17543103017886,174.06790408168212,70225.0,18609625.0,4.465908118654584,3.0,0,0,0
Apartment,Private room,Private,flexible,Couch,Hackney,28.0,2.0,1.0,92.0,272.0,1.0,5.35,12.0,1.0,1.0,1524.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,28.0,781203,Hackney,flexible,Private room,Apartment,3.332204510175204,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,5.60947179518496,2.0,7.329749689041512,53.725230504004145,393.79249158040795,2322576.0,3539605824.0,4.5217885770490405,1.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,50.0,2.0,1.0,96.0,1.0,1.0,0.14,0.0,4.0,1.0,215.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,50.0,14161869,Hackney,flexible,Private room,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.375278407684165,28.893617960115616,155.31124074088487,46225.0,9938375.0,4.564348191467836,3.0,0,1,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,37.0,2.0,1.5,100.0,1.0,1.0,0.14,4.0,3.0,1.0,209.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,37.0,8253329,Hackney,moderate,Private room,Apartment,3.610917912644224,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.3471075307174685,28.591558945055464,152.88214015005846,43681.0,9129329.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95.0,2.0,1.0,86.0,74.0,1.0,3.27,0.0,3.0,1.0,677.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,95.0,5853834,Hackney,strict,Entire home/apt,Apartment,4.553876891600541,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,4.31748811353631,2.0,6.519147287940395,42.49928136186061,277.0590748295894,458329.0,310288733.0,4.454347296253507,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,105.0,4.0,1.0,100.0,1.0,1.0,0.51,0.0,3.0,2.0,58.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,105.0,14544692,Hackney,flexible,Entire home/apt,Apartment,4.653960350157523,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.6931471805599453,1.0,4.07753744390572,16.62631160645319,67.79440812935714,3364.0,195112.0,4.605170185988092,3.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,35.0,1.0,1.0,100.0,2.0,1.0,0.5,0.0,3.0,1.0,119.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,35.0,15724321,Hackney,strict,Private room,Apartment,3.555348061489413,1.0,0.0,0.0,0.0,1.0,1.0986122886681098,1.0,4.787491742782046,22.92007718720627,109.72968027767716,14161.0,1685159.0,4.605170185988092,3.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,30.0,2.0,0.5,96.0,0.0,1.0,0.52,5.0,2.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30.0,6942466,Hackney,moderate,Private room,Apartment,3.4011973816621555,4.0,0.6931471805599453,0.4804530139182014,0.0,0.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
House,Private room,Private,strict,Real Bed,Hackney,80.0,2.0,1.0,100.0,1.0,1.0,0.18,0.0,2.0,1.0,167.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80.0,14778120,Hackney,strict,Private room,House,4.382026634673881,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.123963979403259,26.25500686222208,134.5297094410113,27889.0,4657463.0,4.605170185988092,2.0,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,31.0,2.0,2.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,31.0,16274042,Hackney,moderate,Private room,House,3.4339872044851463,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,40.0,2.0,1.0,100.0,5.0,1.0,0.29,15.0,4.0,1.0,518.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40.0,8122057,Hackney,flexible,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.791759469228055,1.0,6.251903883165888,39.086302164344715,244.363804279862,268324.0,138991832.0,4.605170185988092,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,28.0,2.0,1.5,90.0,4.0,1.0,0.23,0.0,2.0,1.0,523.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,28.0,7335598,Hackney,flexible,Private room,House,3.332204510175204,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.6094379124341005,1.0,6.261491684321042,39.20627811282156,245.48978437661026,273529.0,143055667.0,4.499809670330265,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,74.0,3.0,1.0,80.0,11.0,2.0,0.24,8.0,6.0,1.0,1385.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,74.0,1044124,Hackney,strict,Entire home/apt,Apartment,4.30406509320417,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,2.4849066497880004,1.0,7.234177179749849,52.33331946801347,378.58850543606155,1918225.0,2656741625.0,4.382026634673881,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,50.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,3.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50.0,17519210,Hackney,flexible,Private room,Apartment,3.912023005428146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,76.0,3.0,1.0,89.0,75.0,2.0,3.42,40.0,1.0,2.0,656.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,76.0,6162975,Hackney,strict,Entire home/apt,Apartment,4.330733340286331,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,4.330733340286331,2.0,6.48768401848461,42.09004392370062,273.0669053011078,430336.0,282300416.0,4.48863636973214,1.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,24.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,24.0,17165142,Hackney,flexible,Private room,House,3.1780538303479458,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,69.0,4.0,1.0,93.0,18.0,2.0,1.26,15.0,2.0,2.0,429.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,69.0,9038671,Hackney,moderate,Entire home/apt,Apartment,4.23410650459726,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.9444389791664403,1.0,6.063785208687608,36.76949105709861,222.96229600300586,184041.0,78953589.0,4.532599493153256,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,25.0,1.0,1.5,90.0,5.0,1.0,0.23,0.0,2.0,1.0,658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.0,6155036,Hackney,flexible,Private room,House,3.218875824868201,1.0,0.0,0.0,0.0,1.0,1.791759469228055,1.0,6.490723534502507,42.12949200134472,273.4508852297633,432964.0,284890312.0,4.499809670330265,2.0,0,0,0
